Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
8249,NBA Inside Drive 2004,29,2003,10,Microsoft Game Studios,0.13,0.04,0.0,0.01,0.17
8250,The King of Fighters '97,15,1998,2,SNK,0.0,0.0,0.16,0.01,0.17
8251,Dungeon Siege III,13,2011,7,Square Enix,0.08,0.08,0.0,0.02,0.17
8252,Cabela's Big Game Hunter: Hunting Party,28,2011,10,Activision,0.16,0.0,0.0,0.01,0.17
8253,Time Commando,15,1996,0,Adeline Software,0.1,0.07,0.0,0.01,0.17
8254,Professional Fisherman's Tour: Northern Hemisphere,4,2007,10,505 Games,0.16,0.0,0.0,0.01,0.17
8255,Iron Chef America: Supreme Cuisine,26,2008,9,Destineer,0.16,0.0,0.0,0.01,0.17
8256,Kekkaishi: Karasumori Ayakashi Kidan,4,2007,0,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17
8257,Gretzky NHL 2005,16,2004,10,Sony Computer Entertainment,0.08,0.07,0.0,0.02,0.17
8258,FaceBreaker,17,2008,2,Electronic Arts,0.13,0.03,0.0,0.02,0.17
8259,Squeeballs Party,4,2009,5,Performance Designed Products,0.16,0.0,0.0,0.01,0.17
8260,NCAA Football 09 All-Play,26,2008,10,Electronic Arts,0.16,0.0,0.0,0.01,0.17
8261,Yakuza Zero: The Place of Oath,18,2015,0,Sega,0.0,0.0,0.17,0.0,0.17
8262,The Hobbit,7,2003,4,Vivendi Games,0.13,0.03,0.0,0.0,0.17
8263,The Secret World,13,2012,7,Funcom,0.07,0.08,0.0,0.02,0.17
8264,NHL 2K9,28,2008,10,Take-Two Interactive,0.15,0.01,0.0,0.01,0.17
8265,X-Men: The Official Game,28,2006,0,Activision,0.16,0.01,0.0,0.01,0.17
8266,True Crime: New York City,7,2005,0,Activision,0.13,0.03,0.0,0.0,0.17
8267,Metal Arms: Glitch in the System,29,2003,8,Vivendi Games,0.13,0.04,0.0,0.01,0.17
8268,PlayStation Move Heroes,17,2011,4,Sony Computer Entertainment,0.08,0.06,0.0,0.03,0.17
8269,The Idolm@ster: Shiny Festa - Honey Sound / Funky Note / Groovy Tune,19,2012,0,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17
8270,Ice Age: Dawn of the Dinosaurs,16,2009,0,Activision,0.08,0.07,0.0,0.02,0.17
8271,ESPN Final Round Golf 2002,6,2001,10,Konami Digital Entertainment,0.12,0.05,0.0,0.0,0.17
8272,MDK2 Armageddon,16,2001,8,Virgin Interactive,0.08,0.07,0.0,0.02,0.17
8273,Exhibition Volume 02,29,2003,3,Microsoft Game Studios,0.13,0.04,0.0,0.01,0.17
8274,Watchmen: The End is Nigh - The Complete Experience,17,2009,0,Warner Bros. Interactive Entertainment,0.08,0.07,0.0,0.02,0.17
8275,Fight Night Round 2,7,2005,2,Electronic Arts,0.13,0.03,0.0,0.0,0.17
8276,Sudoku Gridmaster,4,2006,5,Nintendo,0.13,0.03,0.0,0.01,0.17
8277,Disney's Atlantis: The Lost Empire,15,2001,4,Sony Computer Entertainment,0.1,0.07,0.0,0.01,0.17
8278,Power Pro Kun Pocket,5,1999,10,Konami Digital Entertainment,0.0,0.0,0.17,0.0,0.17
8279,The King of Fighters '97,21,1998,2,SNK,0.0,0.0,0.17,0.0,0.17
8280,Tamagotchi no Narikiri Challenge,4,2010,0,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17
8281,Goosebumps HorrorLand,26,2008,1,Scholastic Inc.,0.16,0.0,0.0,0.01,0.17
8282,One Piece: Unlimited World Red,20,2014,0,Namco Bandai Games,0.06,0.04,0.04,0.03,0.17
8283,Space Battleship Yamato: Harukanaru Hoshi Iscandar,15,1999,11,Namco Bandai Games,0.0,0.0,0.16,0.01,0.17
8284,Sound Novel Evolution 1: Otogirisou Sosei-Hen,15,1999,1,ChunSoft,0.0,0.0,0.16,0.01,0.17
8285,Dementium: The Ward,4,2007,8,SouthPeak Games,0.15,0.01,0.0,0.01,0.17
8286,Psi-Ops: The Mindgate Conspiracy,29,2004,8,Midway Games,0.13,0.04,0.0,0.01,0.17
8287,SWAT: Global Strike Team,29,2003,8,Vivendi Games,0.13,0.04,0.0,0.01,0.17
8288,Despicable Me: The Game,19,2010,4,D3Publisher,0.05,0.08,0.0,0.04,0.17
8289,MX World Tour Featuring Jamie Little,16,2005,6,Play It,0.08,0.07,0.0,0.02,0.17
8290,Goblin Commander: Unleash the Horde,16,2003,11,Jaleco,0.08,0.07,0.0,0.02,0.17
8291,Hello Kitty: Happy Party Pals,6,2005,3,THQ,0.12,0.05,0.0,0.0,0.17
8292,Ringling Bros. and Barnum & Bailey: Circus Friends,4,2009,0,Take-Two Interactive,0.16,0.0,0.0,0.01,0.17
8293,Backyard NFL Football '09,16,2008,10,Atari,0.08,0.07,0.0,0.02,0.17
8294,World Destruction League: Thunder Tanks,16,2000,0,3DO,0.08,0.07,0.0,0.02,0.17
8295,Shin Megami Tensei IV: Final,2,2016,7,Deep Silver,0.03,0.0,0.14,0.0,0.17
8296,Age of Empires III: Complete Collection,13,2009,11,Microsoft Game Studios,0.01,0.12,0.0,0.03,0.17
8297,Finding Nemo: Escape to the Big Blue,4,2006,0,THQ,0.12,0.04,0.0,0.01,0.17
8298,Backyard Baseball '10,16,2009,10,Atari,0.08,0.07,0.0,0.02,0.17
8299,Resident Evil Director's Cut: Dual Shock Edition,15,1997,0,Capcom,0.0,0.0,0.16,0.01,0.17
8300,The Lord of the Rings: Aragorn's Quest,17,2010,0,Warner Bros. Interactive Entertainment,0.1,0.04,0.0,0.02,0.17
8301,Top Spin 2,28,2006,10,Take-Two Interactive,0.15,0.01,0.0,0.01,0.17
8302,N3 II: Ninety-Nine Nights,28,2010,0,Microsoft Game Studios,0.06,0.07,0.04,0.01,0.17
8303,The King of Fighters '95,15,1996,2,Sony Computer Entertainment,0.0,0.0,0.16,0.01,0.17
8304,RoadKill,16,2003,0,Midway Games,0.08,0.07,0.0,0.02,0.17
8305,Hanjuku Eiyuu Tai 3D,16,2003,7,Square Enix,0.0,0.0,0.17,0.0,0.17
8306,.hack//G.U. Vol.3//Redemption,16,2007,7,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17
8307,Chuck E. Cheese's Party Games,26,2010,3,UFO Interactive,0.16,0.0,0.0,0.01,0.17
8308,Super Robot Taisen Compact 2 Dai-1-Bu,25,2000,11,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17
8309,Looney Tunes: Back in Action,7,2003,4,Warner Bros. Interactive Entertainment,0.13,0.03,0.0,0.0,0.17
8310,Tak: The Great Juju Challenge,6,2005,4,THQ,0.12,0.05,0.0,0.0,0.17
8311,Macross Ultimate Frontier,19,2009,0,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17
8312,Cabela's Legendary Adventures,19,2008,10,Activision,0.16,0.0,0.0,0.01,0.17
8313,Jillian Michaels Fitness Ultimatum 2011,26,2010,10,D3Publisher,0.16,0.0,0.0,0.01,0.17
8314,Pursuit Force: Extreme Justice,19,2007,0,Sony Computer Entertainment,0.07,0.07,0.0,0.03,0.17
8315,Backbreaker,17,2006,10,Unknown,0.16,0.0,0.0,0.01,0.17
8316,Hunter: The Reckoning Redeemer,29,2003,0,Interplay,0.13,0.04,0.0,0.01,0.17
8317,The Rise of the Argonauts,28,2008,7,Codemasters,0.03,0.12,0.0,0.01,0.17
8318,NHL 07,19,2006,10,Electronic Arts,0.13,0.02,0.0,0.02,0.17
8319,Pro Evolution Soccer 2014,19,2013,0,Konami Digital Entertainment,0.0,0.03,0.14,0.0,0.17
8320,Tokyo Xtreme Racer,3,1999,6,Genki,0.0,0.0,0.17,0.0,0.17
8321,Fighter Maker,15,1998,2,Agetec,0.05,0.04,0.07,0.01,0.17
8322,Bee Movie Game,28,2007,0,Activision,0.16,0.0,0.0,0.01,0.17
8323,Backyard NFL Football '10,26,2009,10,Atari,0.16,0.0,0.0,0.01,0.17
8324,Professor Heinz Wolff's Gravity,26,2008,5,Deep Silver,0.04,0.12,0.0,0.02,0.17
8325,Thief: Deadly Shadows,29,2004,0,Eidos Interactive,0.13,0.04,0.0,0.01,0.17
8326,Buzz! Brain of the UK,17,2009,3,Sony Computer Entertainment,0.0,0.15,0.0,0.02,0.17
8327,NBA 09: The Inside,19,2008,10,Sony Computer Entertainment,0.16,0.0,0.0,0.01,0.17
8328,Transformers: Prime,2,2012,0,Activision,0.13,0.03,0.0,0.01,0.17
8329,Batman Begins,6,2005,0,Electronic Arts,0.12,0.05,0.0,0.0,0.17
8330,Transformer: Rise of the Dark Spark,28,2014,0,Activision,0.09,0.07,0.0,0.02,0.17
8331,Glover,15,1999,4,Atari,0.09,0.06,0.0,0.01,0.17
8332,Dragon Ball GT: Game Boy Advance Video Volume 1,6,2004,3,Electronic Arts,0.12,0.05,0.0,0.0,0.17
8333,Luxor 3,26,2008,5,Mumbo Jumbo,0.16,0.0,0.0,0.01,0.17
8334,Bratz Kidz,26,2008,3,Game Factory,0.16,0.0,0.0,0.01,0.17
8335,Fairytale Fights,28,2009,0,Playlogic Game Factory,0.14,0.02,0.0,0.01,0.17
8336,James Cameron's Dark Angel,16,2006,0,Universal Interactive,0.08,0.07,0.0,0.02,0.17
8337,MotoGP 09/10,28,2010,6,Capcom,0.07,0.09,0.0,0.02,0.17
8338,Mahjong Fight Club,19,2004,3,Konami Digital Entertainment,0.0,0.0,0.17,0.0,0.17
8339,World Driver Championship,10,1999,6,Midway Games,0.14,0.03,0.0,0.0,0.17
8340,Bomberman 64: The Second Attack!,10,1999,1,Hudson Soft,0.05,0.01,0.11,0.0,0.17
8341,Turok 3: Shadow of Oblivion,10,2000,8,Acclaim Entertainment,0.12,0.05,0.0,0.0,0.17
8342,Spawn: Armageddon,29,2003,0,Electronic Arts,0.13,0.04,0.0,0.01,0.17
8343,Codename: Kids Next Door: Game Boy Advance Video Volume 1,6,2004,3,Electronic Arts,0.12,0.05,0.0,0.0,0.17
8344,Zoo Hospital,26,2008,9,Majesco Entertainment,0.14,0.01,0.0,0.01,0.17
8345,Pokémon Beach Blank-out Blastoise / Go West Young Meowth Game Boy Advance Video,6,2004,3,Nintendo,0.12,0.05,0.0,0.0,0.17
8346,Time and Eternity,17,2012,7,Nippon Ichi Software,0.06,0.03,0.06,0.02,0.17
8347,Major League Baseball 2K9,16,2009,10,Spike,0.08,0.06,0.0,0.02,0.17
8348,Gundam Assault Survive,19,2010,0,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17
8349,Disney TH!NK Fast: The Ultimate Trivia Showdown,16,2008,3,Disney Interactive Studios,0.08,0.06,0.0,0.02,0.17
8350,Fate/Stay Night [Réalta Nua],16,2007,1,Kadokawa Shoten,0.0,0.0,0.17,0.0,0.17
8351,Disney's Home on the Range,6,2004,0,Disney Interactive Studios,0.12,0.04,0.0,0.0,0.17
8352,Sid Meier's Civilization IV,13,2005,11,Take-Two Interactive,0.02,0.12,0.0,0.03,0.17
8353,Jikkyou Powerful Pro Yakyuu 2013,19,2013,10,Konami Digital Entertainment,0.0,0.0,0.17,0.0,0.17
8354,Space Griffon VF-9,15,1995,7,Panther Software,0.02,0.02,0.12,0.01,0.17
8355,Family Feud Decades,26,2010,3,Ubisoft,0.16,0.0,0.0,0.01,0.17
8356,NBA Live 16,18,2015,10,Electronic Arts,0.1,0.04,0.0,0.03,0.17
8357,CSI: Fatal Conspiracy,28,2010,1,Ubisoft,0.11,0.04,0.0,0.01,0.17
8358,Solitaire Overload Plus,4,2010,3,Telegames,0.16,0.0,0.0,0.01,0.17
8359,.hack//G.U. Vol.1//Rebirth,16,2006,7,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17
8360,Gyakuten Saiban 3,6,2004,1,Capcom,0.0,0.0,0.16,0.0,0.17
8361,Tak: Mojo Mistake,4,2008,0,THQ,0.16,0.0,0.0,0.01,0.17
8362,Gallop Racer 2001,16,2001,10,Tecmo Koei,0.05,0.04,0.06,0.01,0.17
8363,Nightmare Creatures II,15,2000,0,Konami Digital Entertainment,0.09,0.06,0.0,0.01,0.17
8364,Marble Saga: Kororinpa,26,2009,5,Konami Digital Entertainment,0.1,0.06,0.0,0.02,0.17
8365,Fuzion Frenzy 2,28,2007,3,Microsoft Game Studios,0.14,0.01,0.0,0.01,0.17
8366,Catwoman,16,2004,0,Electronic Arts,0.08,0.06,0.0,0.02,0.17
8367,Monsters vs. Aliens,28,2009,0,Activision,0.12,0.03,0.0,0.01,0.17
8368,Country Dance: All Stars,28,2012,0,GameMill Entertainment,0.16,0.0,0.0,0.01,0.17
8369,Garfield: Lasagna World Tour,16,2007,0,Blast! Entertainment Ltd,0.08,0.06,0.0,0.02,0.17
8370,Teenage Mutant Ninja Turtles: Game Boy Advance Video Volume 1,6,2004,3,Electronic Arts,0.12,0.04,0.0,0.0,0.17
8371,Disney's Planes,26,2013,9,Disney Interactive Studios,0.08,0.07,0.0,0.02,0.17
8372,Bomberman Land,26,2007,3,Rising Star Games,0.11,0.02,0.03,0.01,0.17
8373,Bomberman B-Daman,23,1996,8,Hudson Soft,0.0,0.0,0.17,0.0,0.17
8374,Terminator 3: The Redemption,16,2004,8,Atari,0.08,0.06,0.0,0.02,0.17
8375,World Destruction League: Thunder Tanks,15,2000,0,3DO,0.09,0.06,0.0,0.01,0.17
8376,Beat Down: Fists of Vengeance,16,2005,0,Capcom,0.04,0.03,0.09,0.01,0.17
8377,Reloaded,15,1996,0,Gremlin Interactive Ltd,0.09,0.06,0.0,0.01,0.17
8378,Sword of the Samurai,16,2006,2,Ubisoft,0.0,0.0,0.17,0.0,0.17
8379,MotoGP 15,18,2015,6,Milestone S.r.l.,0.0,0.12,0.03,0.02,0.17
8380,SSX On Tour,7,2005,10,Electronic Arts,0.13,0.03,0.0,0.0,0.17
8381,Hot Wheels: Beat That!,28,2007,6,Activision,0.15,0.0,0.0,0.01,0.17
8382,G-Force,28,2009,0,Disney Interactive Studios,0.11,0.05,0.0,0.01,0.17
8383,James Bond 007: Everything or Nothing,6,2003,8,Electronic Arts,0.12,0.04,0.0,0.0,0.17
8384,Naruto Shippuden: Ultimate Ninja 5,16,2007,2,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17
8385,Shrek Extra Large,7,2002,4,TDK Mediactive,0.13,0.03,0.0,0.0,0.17
8386,Final Fantasy V,15,1998,7,SquareSoft,0.0,0.0,0.16,0.01,0.17
8387,World Tour Soccer 2006,16,2004,10,Sony Computer Entertainment,0.08,0.06,0.0,0.02,0.17
8388,Gunvalkyrie,29,2002,8,Infogrames,0.13,0.04,0.0,0.01,0.17
8389,NickToons: Racing,15,2001,6,Hasbro Interactive,0.09,0.06,0.0,0.01,0.17
8390,VR Golf '97,15,1996,10,Gremlin Interactive Ltd,0.09,0.06,0.0,0.01,0.17
8391,Michael Jackson: The Experience 3D,2,2011,3,Ubisoft,0.13,0.03,0.0,0.01,0.17
8392,State of Emergency,29,2003,0,Take-Two Interactive,0.13,0.04,0.0,0.01,0.17
8393,Digimon Story: Cyber Sleuth,20,2015,7,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17
8394,Off-World Interceptor Extreme,15,1995,6,Crystal Dynamics,0.09,0.06,0.0,0.01,0.17
8395,Bakugan Battle Brawlers: Defenders of the Core,26,2010,0,Activision,0.15,0.01,0.0,0.01,0.17
8396,Disney Golf,16,2002,10,Electronic Arts,0.07,0.06,0.02,0.02,0.17
8397,The Naked Brothers Band: The Video Game,16,2008,3,THQ,0.08,0.06,0.0,0.02,0.17
8398,Custom Robo Arena,4,2006,2,Nintendo,0.02,0.02,0.12,0.0,0.17
8399,Clock Tower II: The Struggle Within,15,1998,1,Human Entertainment,0.02,0.01,0.12,0.01,0.17
8400,Batman Beyond: Return of the Joker,15,2000,0,Ubisoft,0.09,0.06,0.0,0.01,0.17
8401,Surf's Up,26,2007,10,Ubisoft,0.15,0.0,0.0,0.01,0.17
8402,Jikkyou Powerful Pro Baseball 2016,18,2016,10,Konami Digital Entertainment,0.0,0.0,0.17,0.0,0.17
8403,Mega Man Network Transmission,7,2003,4,Capcom,0.13,0.03,0.0,0.0,0.17
8404,I'm A Celebrity: Get Me Out of Here!,26,2009,3,Mindscape,0.0,0.16,0.0,0.01,0.17
8405,Pursuit Force,19,2005,6,Sony Computer Entertainment,0.14,0.01,0.0,0.02,0.17
8406,Densetsu no Stafi 4,4,2006,4,Nintendo,0.0,0.0,0.17,0.0,0.17
8407,Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon (JP sales),16,2008,7,Atlus,0.0,0.0,0.17,0.0,0.17
8408,Naval Assault: The Killing Tide,28,2010,9,505 Games,0.08,0.07,0.0,0.02,0.17
8409,Tokimeki Memorial: Private Collection,15,1996,3,Konami Digital Entertainment,0.0,0.0,0.16,0.01,0.17
8410,RC Revenge Pro,16,2000,6,Acclaim Entertainment,0.08,0.06,0.0,0.02,0.17
8411,Valkyria Chronicles,18,2016,7,Sega,0.06,0.04,0.05,0.02,0.17
8412,Hellboy: The Science of Evil,17,2008,0,Konami Digital Entertainment,0.13,0.02,0.0,0.02,0.17
8413,Backyard Wrestling: Don't Try This at Home,29,2003,2,Eidos Interactive,0.13,0.04,0.0,0.01,0.17
8414,Zoo Keeper,4,2004,5,Ignition Entertainment,0.1,0.01,0.05,0.01,0.17
8415,Gauntlet: Dark Legacy,29,2002,0,Midway Games,0.13,0.04,0.0,0.01,0.17
8416,Toukiden Kiwami,18,2015,0,Tecmo Koei,0.05,0.07,0.02,0.02,0.17
8417,Far East of Eden II: Manji Maru,16,2003,7,Hudson Soft,0.0,0.0,0.17,0.0,0.17
8418,Lost Kingdoms,7,2002,7,Activision,0.1,0.02,0.04,0.0,0.17
8419,WRC 2: FIA World Rally Championship,17,2011,6,Ubisoft,0.0,0.13,0.0,0.04,0.17
8420,Blood Bowl,28,2009,10,Focus Home Interactive,0.13,0.03,0.0,0.01,0.17
8421,Matchbox Cross Town Heroes,6,2002,6,THQ,0.12,0.04,0.0,0.0,0.17
8422,Wolfenstein 3D,6,2002,8,BAM! Entertainment,0.12,0.04,0.0,0.0,0.17
8423,Nobunaga no Yabou: Tenshoki,23,1996,11,Tecmo Koei,0.0,0.0,0.17,0.0,0.17
8424,Learning to Spell,4,2010,3,505 Games,0.16,0.0,0.0,0.01,0.17
8425,"Go, Diego, Go! Safari Rescue",4,2007,1,Take-Two Interactive,0.15,0.01,0.0,0.01,0.17
8426,Super Power League,23,1993,10,Hudson Soft,0.0,0.0,0.17,0.0,0.17
8427,Easy Piano,4,2009,3,Game Life,0.04,0.11,0.0,0.02,0.17
8428,Street Fighter Alpha 2,23,1996,2,Nintendo,0.0,0.0,0.17,0.0,0.17
8429,Dragon Quest X,2,2014,7,Square Enix,0.0,0.0,0.17,0.0,0.17
8430,Payday 2,30,2015,8,505 Games,0.08,0.07,0.0,0.01,0.17
8431,25 to Life,29,2006,8,Eidos Interactive,0.12,0.04,0.0,0.01,0.17
8432,Sumikko Gurashi: Koko ga Ochitsukundesu,2,2014,0,Nippon Columbia,0.0,0.0,0.17,0.0,0.17
8433,NASCAR '15,28,2015,10,Deep Silver,0.15,0.0,0.0,0.02,0.17
8434,TransFormers Animated: The Game,4,2008,0,Activision,0.15,0.01,0.0,0.01,0.17
8435,Fracture,17,2008,8,LucasArts,0.11,0.04,0.0,0.02,0.17
8436,Sega Superstars,16,2004,3,Sega,0.08,0.06,0.0,0.02,0.17
8437,Midway Arcade Treasures,7,2003,3,Midway Games,0.13,0.03,0.0,0.0,0.17
8438,Leisure Suit Larry: Magna Cum Laude,29,2004,1,Vivendi Games,0.12,0.04,0.0,0.01,0.17
8439,Mousetrap / Operation / Simon,6,2005,3,DSI Games,0.12,0.04,0.0,0.0,0.17
8440,Klonoa,26,2008,4,Namco Bandai Games,0.11,0.02,0.03,0.01,0.17
8441,Splatterhouse,17,2006,0,Namco Bandai Games,0.13,0.02,0.0,0.02,0.17
8442,NBA 09: The Inside,16,2008,10,Sony Computer Entertainment,0.08,0.06,0.0,0.02,0.17
8443,Spyro: Shadow Legacy,4,2005,0,Vivendi Games,0.14,0.01,0.0,0.01,0.17
8444,Resident Evil,21,1997,0,Capcom,0.0,0.0,0.17,0.0,0.17
8445,Wildstar,13,2014,7,NCSoft,0.08,0.07,0.0,0.02,0.17
8446,Dragon Ball: Fusions,2,2016,7,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17
8447,Apache: Air Assault,28,2010,9,Activision,0.12,0.04,0.0,0.01,0.17
8448,TOEIC Test Training DS,4,2007,3,IE Institute,0.0,0.0,0.17,0.0,0.17
8449,Jikkyou Powerful Pro Yakyuu 2014,17,2014,10,Konami Digital Entertainment,0.0,0.0,0.17,0.0,0.17
8450,Senran Kagura: Estival Versus,18,2015,0,Marvelous Interactive,0.07,0.0,0.08,0.02,0.17
8451,Itoi Shigesato no Bass Tsuri No. 1,23,1997,10,Nintendo,0.0,0.0,0.17,0.0,0.17
8452,Cubivore: Survival of the Fittest,7,2002,1,Nintendo,0.01,0.0,0.15,0.0,0.17
8453,The Sims 3: Seasons,13,2012,9,Electronic Arts,0.0,0.13,0.0,0.03,0.17
8454,Anarchy Reigns,28,2012,0,Sega,0.11,0.02,0.02,0.01,0.17
8455,FlatOut,29,2004,6,Empire Interactive,0.12,0.04,0.0,0.01,0.17
8456,Project X Zone 2: Brave New World,2,2015,7,Namco Bandai Games,0.04,0.04,0.08,0.01,0.17
8457,NCAA Basketball 09,17,2008,10,Electronic Arts,0.15,0.0,0.0,0.01,0.17
8458,Bakugan Battle Brawlers: Defenders of the Core,17,2010,0,Activision,0.14,0.01,0.0,0.02,0.17
8459,Mr. Do!'s Castle,0,1983,0,Parker Bros.,0.15,0.01,0.0,0.0,0.17
8460,Death Trap,0,1982,0,Avalon Interactive,0.15,0.01,0.0,0.0,0.17
8461,Armor Ambush,0,1981,0,Mattel Interactive,0.15,0.01,0.0,0.0,0.17
8462,Parodius,21,1995,8,Konami Digital Entertainment,0.0,0.0,0.16,0.0,0.17
8463,Thrillville: Off the Rails,28,2007,11,LucasArts,0.13,0.02,0.0,0.01,0.16
8464,Hyperdimension Neptunia Victory,17,2012,7,Compile Heart,0.05,0.03,0.06,0.02,0.16
8465,Taz Wanted,16,2002,4,Atari,0.08,0.06,0.0,0.02,0.16
8466,Mobile Suit Gundam: Extreme VS Force,20,2015,0,Namco Bandai Games,0.0,0.0,0.16,0.0,0.16
8467,Sid Meier's Pirates!,26,2010,11,Take-Two Interactive,0.13,0.02,0.0,0.01,0.16
8468,MLB 16: The Show,17,2016,0,Sony Computer Entertainment,0.13,0.0,0.0,0.03,0.16
8469,Phantasy Star Online 2,20,2013,7,Sega,0.0,0.0,0.16,0.0,0.16
8470,Vehicular Combat League presents Motor Mayhem,16,2001,6,Atari,0.08,0.06,0.0,0.02,0.16
8471,PoPoLoCrois: Hajimari no Bouken,16,2002,7,Sony Computer Entertainment,0.0,0.0,0.16,0.0,0.16
8472,Star Wars: Super Bombad Racing,16,2001,6,LucasArts,0.08,0.06,0.0,0.02,0.16
8473,Hamster Heroes,26,2008,5,Popcorn Arcade,0.16,0.0,0.0,0.0,0.16
8474,Hot Wheels Velocity X,6,2002,6,THQ,0.12,0.04,0.0,0.0,0.16
8475,Ar Nosurge: Ode to an Unborn Star,17,2014,7,Tecmo Koei,0.05,0.04,0.06,0.02,0.16
8476,Chaotic: Shadow Warriors,17,2009,0,Activision,0.15,0.0,0.0,0.01,0.16
8477,Leisure Suit Larry: Box Office Bust,28,2009,1,Codemasters,0.14,0.01,0.0,0.01,0.16
8478,Alien Resurrection,15,2000,8,Fox Interactive,0.09,0.06,0.0,0.01,0.16
8479,World Tour Soccer 2005,16,2004,10,Sony Computer Entertainment,0.08,0.06,0.0,0.02,0.16
8480,Dungeon Siege: Throne of Agony,19,2006,7,Take-Two Interactive,0.13,0.02,0.0,0.02,0.16
8481,Spider-Man: Web of Shadows - Amazing Allies Edition,19,2008,0,Activision,0.12,0.02,0.0,0.02,0.16
8482,F1 2011,2,2011,6,Codemasters,0.07,0.08,0.0,0.02,0.16
8483,Rio,4,2011,3,THQ,0.12,0.03,0.0,0.01,0.16
8484,Gunslingers,26,2010,8,Neko Entertainment,0.08,0.06,0.0,0.02,0.16
8485,Create,17,2010,0,Electronic Arts,0.11,0.03,0.0,0.02,0.16
8486,Lufia: Curse of the Sinistrals,4,2010,7,Square Enix,0.12,0.0,0.03,0.01,0.16
8487,El Shaddai: Ascension of the Metatron,28,2011,0,Ignition Entertainment,0.07,0.05,0.03,0.01,0.16
8488,ESPN College Hoops,16,2003,10,Sega,0.08,0.06,0.0,0.02,0.16
8489,Thor: God of Thunder,26,2011,0,Sega,0.11,0.04,0.0,0.01,0.16
8490,F1 Championship Season 2000,16,2000,6,Electronic Arts,0.06,0.05,0.03,0.02,0.16
8491,Guilty Gear Judgment,19,2006,2,Majesco Entertainment,0.13,0.0,0.02,0.01,0.16
8492,Pen 1 Grand Prix: Penguin no Mondai Special,4,2009,2,Konami Digital Entertainment,0.0,0.0,0.16,0.0,0.16
8493,Clash of the Titans,28,2010,0,Namco Bandai Games,0.08,0.06,0.0,0.02,0.16
8494,Around the World in 80 Days,4,2010,0,PlayV,0.0,0.14,0.0,0.02,0.16
8495,Robotech: Battlecry,7,2002,8,TDK Mediactive,0.13,0.03,0.0,0.0,0.16
8496,True Swing Golf,4,2005,10,Nintendo,0.11,0.0,0.04,0.01,0.16
8497,Zapper: One Wicked Cricket!,16,2002,4,Infogrames,0.08,0.06,0.0,0.02,0.16
8498,Bomberman Land,15,2000,3,Hudson Soft,0.0,0.0,0.15,0.01,0.16
8499,Paws & Claws: Pet Resort,6,2006,9,THQ,0.12,0.04,0.0,0.0,0.16
8500,Kya: Dark Lineage,16,2003,1,Atari,0.08,0.06,0.0,0.02,0.16
8501,Dynasty Warriors 8: Xtreme Legends,17,2013,0,Tecmo Koei,0.02,0.03,0.11,0.01,0.16
8502,Curious George,6,2006,0,Namco Bandai Games,0.12,0.04,0.0,0.0,0.16
8503,Monster Jam,26,2007,6,Activision,0.15,0.0,0.0,0.01,0.16
8504,Medieval Games,26,2009,0,Vir2L Studios,0.14,0.01,0.0,0.01,0.16
8505,Stronghold 3,13,2011,11,Electronic Arts,0.06,0.1,0.0,0.0,0.16
8506,The Amazing Spider-Man (Console Version),26,2012,0,Activision,0.11,0.04,0.0,0.01,0.16
8507,Kid Adventures: Sky Captain,26,2010,0,Unknown,0.11,0.04,0.0,0.01,0.16
8508,Lethal Skies II,16,2003,9,Sammy Corporation,0.08,0.06,0.0,0.02,0.16
8509,Doctor Lautrec and the Forgotten Knights,2,2011,1,Konami Digital Entertainment,0.07,0.05,0.03,0.01,0.16
8510,Disney's American Dragon Jake Long: Attack of the Dark Dragon,4,2006,0,Disney Interactive Studios,0.15,0.0,0.0,0.01,0.16
8511,Godzilla Unleashed,26,2007,2,Atari,0.15,0.0,0.0,0.01,0.16
8512,Kamaitachi no Yoru × 3,16,2006,1,Sega,0.0,0.0,0.16,0.0,0.16
8513,Tom and Jerry: Infurnal Escape,6,2003,0,Ubisoft,0.12,0.04,0.0,0.0,0.16
8514,The Legend of Heroes VII: The Trail of Zero,19,2010,7,Falcom Corporation,0.0,0.0,0.16,0.0,0.16
8515,Warriors Orochi 3,28,2011,0,Ubisoft Annecy,0.09,0.03,0.03,0.01,0.16
8516,King's Field,15,1995,7,Sony Computer Entertainment,0.09,0.06,0.0,0.01,0.16
8517,Hannah Montana: Rock Out the Show,19,2009,3,Disney Interactive Studios,0.13,0.01,0.0,0.02,0.16
8518,Let's Ride: Sunshine Stables,6,2005,10,DTP Entertainment,0.12,0.04,0.0,0.0,0.16
